CONTRACT_ID,CUSTOMER_ID,EQUIPMENT_ID,BRANCH_ID,RENTAL_START_DATE,RENTAL_END_DATE,DURATION_DAYS,DAILY_RATE,WEEKLY_RATE,MONTHLY_RATE,TOTAL_AMOUNT,STATUS,DELIVERY_ADDRESS,DELIVERY_CITY,DELIVERY_STATE,DELIVERY_LATITUDE,DELIVERY_LONGITUDE,PO_NUMBER,SALES_REP,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
RC-033944,CU-020270,EQ-014262,BR-01088,2025-03-06,2025-03-18,12,277.67,833.01,2499.03,833.01,COMPLETED,832 Alexander Route Suite 748,Atlanta,GA,33.770521,-84.322225,PO-529483,Andrea Anderson,UR_RENTAL_CONTRACTS,325ee5bf4aad301854a7d9e239099591cbe41a4c5b7e1d51029f4e32c46f8051,2026-03-20T07:54:07.800063,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800064,9999-12-31T00:00:00
RC-033945,CU-020581,EQ-014479,BR-01047,2025-03-14,2025-03-20,6,322.92,968.76,2906.28,1937.52,COMPLETED,65801 Collins Plaza,Tampa,FL,27.846129,-82.358628,PO-603308,Joseph Alexander,UR_RENTAL_CONTRACTS,3aa3d2aff9c458500ad6b8cadf07c74b7939e4cb2d8189c97c3afe3ba2a9fc0b,2026-03-20T07:54:07.800164,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800164,9999-12-31T00:00:00
RC-033946,CU-020528,EQ-014200,BR-01023,2024-11-21,2024-11-29,8,199.86,599.58,1798.74,599.58,CANCELLED,806 Sanford Village,Columbus,OH,39.956406,-83.029472,PO-781568,Brandi Whitaker,UR_RENTAL_CONTRACTS,6747a2a2e8d8b13b240206625d6917ff339eab7b06d3d365b9502d5d5a343f27,2026-03-20T07:54:07.800265,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800265,9999-12-31T00:00:00
RC-033947,CU-020746,EQ-011744,BR-01093,2025-09-20,2025-11-01,42,164.47,493.41,1480.23,1480.23,COMPLETED,668 Love Rapid,Denver,CO,39.715179,-105.049723,PO-408543,Cynthia Wang,UR_RENTAL_CONTRACTS,dfdbb420585052688115ca57f5c598de5ffd85561d56a63b5c40c08d676f6775,2026-03-20T07:54:07.800366,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800367,9999-12-31T00:00:00
RC-033948,CU-020904,EQ-010597,BR-01052,2025-11-08,2026-03-13,125,52.96,158.88,476.64,1906.56,COMPLETED,56309 Howard Lake,Atlanta,GA,33.781217,-84.447199,PO-525372,Karla Johnson,UR_RENTAL_CONTRACTS,1a9641e314dfeca063bfa269104dd70471f2e41a2a93baa99fa46e4e799fdfe7,2026-03-20T07:54:07.800458,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800459,9999-12-31T00:00:00
RC-033949,CU-020522,EQ-011154,BR-01012,2025-10-27,2025-10-31,4,492.62,1477.86,4433.58,1970.48,COMPLETED,617 Jamie Ports,Indianapolis,IN,39.767204,-86.182196,PO-149792,Robert Hudson,UR_RENTAL_CONTRACTS,ee37b961af3ce6dd1d9b614579e4cb06951fdf732f1aeac5b05d68efcb5e17f8,2026-03-20T07:54:07.800542,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800542,9999-12-31T00:00:00
RC-033950,CU-020889,EQ-014412,BR-01086,2025-07-19,2025-08-16,28,327.23,981.69,2945.07,3926.76,COMPLETED,24823 Molina Pike,Pittsburgh,PA,40.380868,-80.071858,PO-355664,Christine Thomas,UR_RENTAL_CONTRACTS,548cf4c0c46ec1726c155813333abcd54423cd61c7d936fc48f2f86406465f71,2026-03-20T07:54:07.800634,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800634,9999-12-31T00:00:00
RC-033951,CU-020840,EQ-012984,BR-01086,2025-03-23,2025-03-29,6,156.54,469.62,1408.86,939.24,COMPLETED,204 Golden Bypass,Hartford,CT,41.742569,-72.584733,PO-633305,Yvonne Harris,UR_RENTAL_CONTRACTS,df4f0849c3a5283afcbfe5f7564d5aab399d0cbd7b5d2ac933f770dff7963aac,2026-03-20T07:54:07.800726,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800726,9999-12-31T00:00:00
RC-033952,CU-020262,EQ-010067,BR-01058,2024-10-23,2024-11-08,16,141.07,423.21,1269.63,846.42,COMPLETED,4868 Tran Wall Apt. 926,Salt Lake City,UT,40.847463,-111.895779,PO-214552,Katherine Fletcher,UR_RENTAL_CONTRACTS,3a59154370f7d49e931432b4e6651579dc662e39a117df94594cdac778bb3e5c,2026-03-20T07:54:07.800828,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800829,9999-12-31T00:00:00
RC-033953,CU-020229,EQ-013432,BR-01092,2025-11-14,2026-02-22,100,171.56,514.68,1544.04,4632.12,CANCELLED,814 Hill Valleys Apt. 422,Newark,NJ,40.715011,-74.11244,PO-105401,Natalie Patel,UR_RENTAL_CONTRACTS,6b9627e3a45cf32b63537ef3216b7381f1ea87b525fa828918605e29f54fb110,2026-03-20T07:54:07.800932,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.800933,9999-12-31T00:00:00
RC-033954,CU-020743,EQ-011212,BR-01001,2024-08-13,2024-12-31,140,114.47,343.41,1030.23,4120.92,COMPLETED,03690 Herring Extension Suite 050,Los Angeles,CA,34.120351,-118.284692,PO-541578,Christopher Miller,UR_RENTAL_CONTRACTS,487df79d15d3d550efa33e9b797db61c3d9230e3c779399bc69f1ed7b4c58c75,2026-03-20T07:54:07.801029,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801030,9999-12-31T00:00:00
RC-033955,CU-020096,EQ-010455,BR-01095,2025-01-11,2025-01-30,19,547.51,1642.53,4927.59,3285.06,COMPLETED,7314 Delacruz Point Apt. 570,Tulsa,OK,36.065534,-95.970275,PO-907864,Jason Thompson,UR_RENTAL_CONTRACTS,84a512f1c1e6951099dd5a9dc352c4d7ecdf56ebe7378a8531c49da8e97c799a,2026-03-20T07:54:07.801129,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801129,9999-12-31T00:00:00
RC-033956,CU-020542,EQ-014880,BR-01045,2024-04-06,2024-04-07,1,176.95,530.85,1592.55,176.95,COMPLETED,5209 Katie Overpass Apt. 815,San Diego,CA,32.770937,-117.111334,PO-840408,Lynn Ingram,UR_RENTAL_CONTRACTS,b099883e8061adad4af099f548c47d0361d1d9549e30a1bc8defdbdccd2b0a99,2026-03-20T07:54:07.801223,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801224,9999-12-31T00:00:00
RC-033957,CU-020985,EQ-014193,BR-01072,2025-10-26,2025-12-24,59,275.87,827.61,2482.83,2482.83,COMPLETED,092 Julie Mount,Newark,NJ,40.764954,-74.190206,PO-775673,Christopher Scott,UR_RENTAL_CONTRACTS,41b2f3d22671055a0aabd32ab7bd2bd10c299995ff27201fe204e190c01ff2a9,2026-03-20T07:54:07.801313,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801314,9999-12-31T00:00:00
RC-033958,CU-020981,EQ-010373,BR-01031,2024-06-26,2024-07-26,30,266.4,799.2,2397.6,3196.8,COMPLETED,359 Seth Circles,Miami,FL,25.793518,-80.252116,PO-763627,Amanda Reed,UR_RENTAL_CONTRACTS,c8409384b4d94dc9e81171b91a31b7bf927bcc5df9d843447460e55ef8570e7c,2026-03-20T07:54:07.801409,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801410,9999-12-31T00:00:00
RC-033959,CU-020891,EQ-013429,BR-01100,2024-08-21,2024-08-27,6,173.47,520.41,1561.23,1040.82,CANCELLED,055 Young Centers,Jacksonville,FL,30.285531,-81.640237,PO-273552,Joseph Short,UR_RENTAL_CONTRACTS,8f674583820fc16f324c00eb6319a43e99480553dcba6167d0f194feb8fa3042,2026-03-20T07:54:07.801507,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801508,9999-12-31T00:00:00
RC-033960,CU-020844,EQ-014288,BR-01069,2025-08-13,2025-08-19,6,613.83,1841.49,5524.47,3682.98,COMPLETED,099 Monique Vista Apt. 105,Baltimore,MD,39.223422,-76.5504,PO-684972,Sarah Graham,UR_RENTAL_CONTRACTS,edeb4de797d8e63eb7889e0a8c0dbcf2285f3b018553ae870b854f463ff99520,2026-03-20T07:54:07.801605,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801606,9999-12-31T00:00:00
RC-033961,CU-020015,EQ-010605,BR-01017,2025-07-12,2025-07-19,7,446.4,1339.2,4017.6,3124.8,COMPLETED,806 Paula Well Apt. 918,St. Louis,MO,38.559052,-90.293954,PO-444328,Jeremiah Baker,UR_RENTAL_CONTRACTS,3a65351274814484010d70f63995d8bf107c23a6d31f0d87692ecd3d35dd2572,2026-03-20T07:54:07.801703,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801704,9999-12-31T00:00:00
RC-033962,CU-020542,EQ-014070,BR-01007,2025-11-08,2025-11-09,1,93.44,280.32,840.96,93.44,COMPLETED,77032 Davis Walks,San Diego,CA,32.79632,-117.115756,PO-291893,John Jenkins,UR_RENTAL_CONTRACTS,877d20500dc56bc663fb4a75d2bea5d5fb4723a295570948f9e02efe7244252c,2026-03-20T07:54:07.801797,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801798,9999-12-31T00:00:00
RC-033963,CU-020593,EQ-014519,BR-01089,2026-01-26,2026-02-22,27,183.45,550.35,1651.05,1651.05,COMPLETED,9577 Larry Shores Apt. 215,Las Vegas,NV,36.098862,-115.143939,PO-197442,Cheryl Whitehead,UR_RENTAL_CONTRACTS,7045a2b227e0a7de2c99816fa36f13527bfce7cef13aa8e3c2efa019f877991a,2026-03-20T07:54:07.801894,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801895,9999-12-31T00:00:00
RC-033964,CU-020239,EQ-013140,BR-01015,2024-09-17,2024-09-18,1,138.67,416.01,1248.03,138.67,COMPLETED,91266 Paul Ville Apt. 726,Atlanta,GA,33.771792,-84.505497,PO-834552,Sarah Wilson,UR_RENTAL_CONTRACTS,0f1b304c737f90e41210a2328b8c196234528194ad8a665758666d6949f0c9ff,2026-03-20T07:54:07.801985,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.801986,9999-12-31T00:00:00
RC-033965,CU-020764,EQ-014878,BR-01012,2024-05-01,2024-05-20,19,509.45,1528.35,4585.05,3056.7,COMPLETED,154 Wade Shoals Suite 452,Raleigh,NC,35.764252,-78.584774,PO-720066,Lori Manning,UR_RENTAL_CONTRACTS,c8b751fb9b425839f2eb55a5411c8949afb3b6fa3bdf00e4abe3879e57481e8e,2026-03-20T07:54:07.802078,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802078,9999-12-31T00:00:00
RC-033966,CU-020340,EQ-011590,BR-01047,2025-07-10,2025-07-18,8,341.82,1025.46,3076.38,1025.46,COMPLETED,6468 Daniel Ramp,Sacramento,CA,38.522393,-121.512451,PO-843590,Charles Lara MD,UR_RENTAL_CONTRACTS,b604d709b0510dcf6795b6464c812a09c101f720c9753b805e0e60705cdc7117,2026-03-20T07:54:07.802167,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802167,9999-12-31T00:00:00
RC-033967,CU-020729,EQ-014372,BR-01003,2025-12-22,2025-12-24,2,398.42,1195.26,3585.78,796.84,COMPLETED,3444 Brandi Turnpike Apt. 013,Las Vegas,NV,36.152389,-115.10851,PO-239253,Michele Marquez,UR_RENTAL_CONTRACTS,cf4c1f3eafdff1b625bafd0146de591201c5f8bba43e3f8228adf4f475023c76,2026-03-20T07:54:07.802261,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802262,9999-12-31T00:00:00
RC-033968,CU-020791,EQ-013503,BR-01012,2026-02-07,2026-02-09,2,235.57,706.71,2120.13,471.14,CANCELLED,07142 Torres Shoals,Newark,NJ,40.773114,-74.195958,PO-820557,James Ellis,UR_RENTAL_CONTRACTS,063f9dd8be2b6984382dc76c42ceb7c1228f75ed11ba4debcacbdb2c0ff79dfe,2026-03-20T07:54:07.802362,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802363,9999-12-31T00:00:00
RC-033969,CU-020194,EQ-010887,BR-01008,2025-02-22,2025-04-17,54,343.75,1031.25,3093.75,3093.75,COMPLETED,8659 Jonathan Glen Suite 026,Baltimore,MD,39.251118,-76.647119,PO-692170,Samuel Heath,UR_RENTAL_CONTRACTS,185254ff12f8f7487b5e3850d39881cda616297b05620e017019d78d579456e0,2026-03-20T07:54:07.802453,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802454,9999-12-31T00:00:00
RC-033970,CU-020818,EQ-013694,BR-01098,2024-08-16,2024-09-13,28,269.8,809.4,2428.2,3237.6,CANCELLED,213 John Avenue Suite 748,Las Vegas,NV,36.196971,-115.195368,PO-196561,Wendy Carroll,UR_RENTAL_CONTRACTS,76392090dd7bac8c225e1dbaa6d59c40a9cfca8b0fbde3a21bea1d71f25ed663,2026-03-20T07:54:07.802539,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802540,9999-12-31T00:00:00
RC-033971,CU-020503,EQ-012770,BR-01074,2026-02-02,2026-02-08,6,126.63,379.89,1139.67,759.78,COMPLETED,7474 Ryan Mission Apt. 329,Minneapolis,MN,44.976101,-93.273715,PO-609598,Kenneth Sharp,UR_RENTAL_CONTRACTS,1fa0e1c17e0cb8df88aa81c50246359d51823bc2a37b190b5b405bf3cacb752f,2026-03-20T07:54:07.802625,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802626,9999-12-31T00:00:00
RC-033972,CU-020416,EQ-013910,BR-01044,2025-08-31,2025-10-01,31,256.74,770.22,2310.66,2310.66,COMPLETED,7183 Jackson Corners,Houston,TX,29.840379,-95.28324,PO-833274,Richard Brooks,UR_RENTAL_CONTRACTS,5265edfde455451dc60ecdbb7a896ec65556c27f67953beac96925caba96fd82,2026-03-20T07:54:07.802724,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802725,9999-12-31T00:00:00
RC-033973,CU-020156,EQ-012198,BR-01078,2025-04-11,2025-10-02,174,177.61,532.83,1598.49,7992.45,COMPLETED,872 Hart Views,Raleigh,NC,35.752705,-78.604293,PO-571728,Michael Reed,UR_RENTAL_CONTRACTS,6081cb9d5b0bda0ce657eefa7d4e552f8df7d2e589759d3b60c78099aee8cf2c,2026-03-20T07:54:07.802823,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802824,9999-12-31T00:00:00
RC-033974,CU-020847,EQ-014042,BR-01028,2024-12-30,2024-12-31,1,1050.77,3152.31,9456.93,1050.77,COMPLETED,6840 Amber Cliffs Apt. 660,Baltimore,MD,39.3298,-76.630682,PO-702052,Yolanda Wagner,UR_RENTAL_CONTRACTS,d55071a1bcfc860301cfacfe6f62e0ed04c53f77f477a3f011f28b0f0e51b357,2026-03-20T07:54:07.802916,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.802916,9999-12-31T00:00:00
RC-033975,CU-020992,EQ-011140,BR-01075,2024-09-26,2024-10-12,16,606.52,1819.56,5458.68,3639.12,COMPLETED,93251 Diaz Station Apt. 209,Cincinnati,OH,39.18371,-84.498347,PO-606929,Jacob White,UR_RENTAL_CONTRACTS,fe0df23d4122c408c1e86995cc08dd8a99c5f04a15f984acd926eb1d1f45a67c,2026-03-20T07:54:07.803013,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803014,9999-12-31T00:00:00
RC-033976,CU-020186,EQ-011515,BR-01091,2024-09-08,2024-09-30,22,323.9,971.7,2915.1,2915.1,CANCELLED,0141 Denise Parkways,Miami,FL,25.814436,-80.185151,PO-137731,Tracy Boone,UR_RENTAL_CONTRACTS,329c4044cd5845d91ccf53d81e7396bc058eebc437b259ec6d80f213be0b6850,2026-03-20T07:54:07.803093,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803094,9999-12-31T00:00:00
RC-033977,CU-020827,EQ-010436,BR-01092,2024-07-14,2024-07-27,13,280.59,841.77,2525.31,841.77,COMPLETED,90620 Nancy Estate,Portland,OR,45.459046,-122.729101,PO-208830,Anthony Graham,UR_RENTAL_CONTRACTS,8ffd546044aa47fa0897a333ee48ec0914952575bab74dffbb682351ac012202,2026-03-20T07:54:07.803180,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803181,9999-12-31T00:00:00
RC-033978,CU-020532,EQ-013570,BR-01094,2024-09-19,2024-11-20,62,300.51,901.53,2704.59,5409.18,COMPLETED,62990 Joyce Hill Apt. 112,Philadelphia,PA,39.838932,-75.159182,PO-750413,Karen Henderson MD,UR_RENTAL_CONTRACTS,63e8463741ac999ac164563459a5c85194d40f0ae448857fe28368b195eeaacc,2026-03-20T07:54:07.803277,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803277,9999-12-31T00:00:00
RC-033979,CU-020332,EQ-013176,BR-01089,2025-02-22,2025-07-25,153,236.19,708.57,2125.71,10628.55,COMPLETED,515 Perez Vista,St. Louis,MO,38.569145,-90.254704,PO-702134,Michael Mitchell,UR_RENTAL_CONTRACTS,102eaddbe90e53725e638458601e6ce4c01001cf9c5ff91c93f207d73a491c88,2026-03-20T07:54:07.803375,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803376,9999-12-31T00:00:00
RC-033980,CU-020275,EQ-010983,BR-01079,2024-05-21,2024-06-09,19,171.36,514.08,1542.24,1028.16,COMPLETED,6881 Michelle Cove Apt. 083,Nashville,TN,36.200538,-86.824003,PO-292845,Joseph Barnes,UR_RENTAL_CONTRACTS,1e1cabf1f641b216b9befff6d79f6c1f8ea80db7087767fd001106df5876f36e,2026-03-20T07:54:07.803472,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803473,9999-12-31T00:00:00
RC-033981,CU-020005,EQ-011745,BR-01044,2025-05-30,2025-06-21,22,457.85,1373.55,4120.65,4120.65,COMPLETED,63703 Casey Course,Sacramento,CA,38.559847,-121.556952,PO-178628,Charles Bolton,UR_RENTAL_CONTRACTS,269435d5f2ba20079bb914276cb960b6595e2464dcd9f64f72be7695af41ba42,2026-03-20T07:54:07.803586,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803587,9999-12-31T00:00:00
RC-033982,CU-020658,EQ-014731,BR-01077,2025-05-14,2025-05-21,7,54.33,162.99,488.97,380.31,COMPLETED,2939 Adams Branch Apt. 208,Charlotte,NC,35.183844,-80.821543,PO-874075,Valerie Thompson,UR_RENTAL_CONTRACTS,5983093bb48d0d8d1a5d0d3be50b1bfa64f86700e6b9a68def45f0972cb8c83c,2026-03-20T07:54:07.803685,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803686,9999-12-31T00:00:00
RC-033983,CU-020170,EQ-014707,BR-01022,2024-10-21,2024-11-10,20,128.93,386.79,1160.37,773.58,COMPLETED,479 Julia Estates Suite 802,Cincinnati,OH,39.048711,-84.60716,PO-600871,Rachel Ballard,UR_RENTAL_CONTRACTS,5b15526b938791bab10e82f4d1f914f61f1a51239bc6d0bc757fcef8c8547695,2026-03-20T07:54:07.803778,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803779,9999-12-31T00:00:00
RC-033984,CU-020887,EQ-014417,BR-01011,2024-09-19,2024-09-24,5,308.33,924.99,2774.97,1541.65,COMPLETED,6225 Wells Gardens Suite 214,Houston,TX,29.789975,-95.324104,PO-981579,James Crawford,UR_RENTAL_CONTRACTS,e285b8f31bb9ae3ff6ff19297e23b59d3aca0bda08e699f1164b7d1560213249,2026-03-20T07:54:07.803879,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803880,9999-12-31T00:00:00
RC-033985,CU-020811,EQ-013011,BR-01041,2025-08-17,2025-09-04,18,571.46,1714.38,5143.14,3428.76,COMPLETED,10577 Andrew Valleys Suite 824,Seattle,WA,47.492439,-122.352534,PO-919179,Amber Richardson,UR_RENTAL_CONTRACTS,71bcbd80c74386ff538cdf949156576660e06e657120093b8ff63697dfcbbc78,2026-03-20T07:54:07.803974,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.803975,9999-12-31T00:00:00
RC-033986,CU-020923,EQ-013168,BR-01065,2026-02-14,2026-02-16,2,604.99,1814.97,5444.91,1209.98,COMPLETED,638 Nathaniel Flats,Richmond,VA,37.500256,-77.43932,PO-822783,Harold Hudson,UR_RENTAL_CONTRACTS,13e9ec432939211bd96d577002e13762fe878485ace3bcfb83e49a60c9d41ea1,2026-03-20T07:54:07.804056,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804056,9999-12-31T00:00:00
RC-033987,CU-020393,EQ-012206,BR-01056,2024-12-13,2024-12-19,6,305.98,917.94,2753.82,1835.88,COMPLETED,5626 David Points,Miami,FL,25.781641,-80.147436,PO-553861,Brittany Wheeler,UR_RENTAL_CONTRACTS,b5c239b18e0960ae6bafa2383d677e56800e892999b4cb6008b4bd0a29d8be97,2026-03-20T07:54:07.804141,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804142,9999-12-31T00:00:00
RC-033988,CU-020787,EQ-013793,BR-01069,2024-07-01,2024-07-03,2,324.95,974.85,2924.55,649.9,COMPLETED,60579 Carr Estates,New York,NY,40.707605,-74.008528,PO-978382,Carlos Simpson,UR_RENTAL_CONTRACTS,9dfd99d0e242c7857b1647d7574be40e4365ad03c18107c85ba91c077c02ffb1,2026-03-20T07:54:07.804243,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804243,9999-12-31T00:00:00
RC-033989,CU-020979,EQ-014832,BR-01024,2024-06-24,2024-06-26,2,160.42,481.26,1443.78,320.84,COMPLETED,43220 Mcdonald Lodge Apt. 944,Phoenix,AZ,33.465587,-112.165609,PO-933423,Chase Hansen,UR_RENTAL_CONTRACTS,f010fd8e87c940a97a45e078ee8c9ea3cd00cbc6f5ef7a8c3e4621fa4dde76c2,2026-03-20T07:54:07.804343,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804344,9999-12-31T00:00:00
RC-033990,CU-020586,EQ-014783,BR-01001,2024-12-27,2024-12-28,1,165.64,496.92,1490.76,165.64,COMPLETED,679 Snyder Extension,Newark,NJ,40.759462,-74.217539,PO-344249,Gregory Cunningham MD,UR_RENTAL_CONTRACTS,1cb871fbbe6bba47fab91c2ade3744888b9731619c5d696aad40c6928ce5c4b6,2026-03-20T07:54:07.804442,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804443,9999-12-31T00:00:00
RC-033991,CU-020000,EQ-010914,BR-01041,2025-06-02,2025-06-04,2,495.92,1487.76,4463.28,991.84,COMPLETED,17755 Hernandez Street Apt. 714,Jacksonville,FL,30.377887,-81.699888,PO-181171,Dennis Pitts,UR_RENTAL_CONTRACTS,3d66282ac6945da287215c97c5c3c19029f56b65bbed5ba4e2d4b6d4b9990308,2026-03-20T07:54:07.804537,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804538,9999-12-31T00:00:00
RC-033992,CU-020381,EQ-011777,BR-01021,2025-04-17,2025-05-01,14,383.22,1149.66,3448.98,2299.32,COMPLETED,0583 Joshua Estate,San Diego,CA,32.759247,-117.137144,PO-939045,Jordan Montgomery,UR_RENTAL_CONTRACTS,070cd47c03ed544bd3b2034e3db8a02176c3f39bd34e528d4ff8272bcbe08b49,2026-03-20T07:54:07.804627,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804628,9999-12-31T00:00:00
RC-033993,CU-020235,EQ-011780,BR-01099,2026-01-02,2026-01-07,5,98.58,295.74,887.22,492.9,COMPLETED,9575 Danielle Plaza,Raleigh,NC,35.81409,-78.734235,PO-919189,Jeffrey Morrison,UR_RENTAL_CONTRACTS,73c474308b1d83a447e82b1ba9d0920c839e20a58c2e5fd8cc11b1dbccc46d01,2026-03-20T07:54:07.804717,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804718,9999-12-31T00:00:00
RC-033994,CU-020193,EQ-013023,BR-01002,2025-12-11,2026-05-14,154,343.32,1029.96,3089.88,15449.4,ACTIVE,6993 Maddox Trail Suite 327,Baltimore,MD,39.255039,-76.700558,PO-955099,Hunter Cobb,UR_RENTAL_CONTRACTS,52656008c044510e6cd8eb1cea4f657e03a6e1a52a5b99fa41522a9eec08da9c,2026-03-20T07:54:07.804820,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804821,9999-12-31T00:00:00
RC-033995,CU-020568,EQ-010283,BR-01015,2024-08-20,2024-08-27,7,389.92,1169.76,3509.28,2729.44,COMPLETED,732 Jones Islands,Las Vegas,NV,36.250872,-115.129534,PO-385685,Jennifer Smith,UR_RENTAL_CONTRACTS,ac407f78d9779683930dde86f2746922ca9f7b7782fd04dee2a06109751dcc37,2026-03-20T07:54:07.804920,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.804921,9999-12-31T00:00:00
RC-033996,CU-020134,EQ-011909,BR-01094,2025-07-19,2025-08-15,27,347.19,1041.57,3124.71,3124.71,CANCELLED,4903 Knight Cliffs Suite 499,Baltimore,MD,39.276861,-76.574749,PO-381763,Jimmy Parker MD,UR_RENTAL_CONTRACTS,4f9a4c4688f59449bc1817cafa6bbcd310fcbb92f9f1ef35d2040575d2535425,2026-03-20T07:54:07.805019,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.805019,9999-12-31T00:00:00
RC-033997,CU-020564,EQ-013104,BR-01062,2026-03-05,2026-03-12,7,102.45,307.35,922.05,717.15,CANCELLED,213 Ho Haven Suite 599,St. Louis,MO,38.577369,-90.22601,PO-360048,Jacqueline Mason,UR_RENTAL_CONTRACTS,c2142a23048d2365efbc4900fb88c905a304558e0e03dadc188d359898ae1e34,2026-03-20T07:54:07.805118,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.805119,9999-12-31T00:00:00
RC-033998,CU-020873,EQ-013413,BR-01025,2025-05-04,2025-05-10,6,426.26,1278.78,3836.34,2557.56,COMPLETED,25559 Jacob Square Suite 632,Indianapolis,IN,39.825668,-86.221951,PO-308329,Tammy Harrison,UR_RENTAL_CONTRACTS,49d02be9f3b1b642f54b19dfa5398b2dd02d3ac960bd1c06e2cb79423b6e06de,2026-03-20T07:54:07.805212,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.805213,9999-12-31T00:00:00
RC-033999,CU-020751,EQ-012138,BR-01006,2025-04-21,2025-05-12,21,219.53,658.59,1975.77,1975.77,COMPLETED,62598 Denise Valleys,Minneapolis,MN,44.955206,-93.351308,PO-505432,Colleen Brown,UR_RENTAL_CONTRACTS,9b8ed44af14b3d01972602f2a97eb07af843e234a9d2cafbbe645e67ca4d7b24,2026-03-20T07:54:07.805303,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.805303,9999-12-31T00:00:00
RC-034000,CU-020056,EQ-014662,BR-01040,2025-12-06,2026-01-28,53,1000.37,3001.11,9003.33,9003.33,COMPLETED,32359 Jessica Roads,Boston,MA,42.325612,-71.05337,PO-302650,Shawn Garcia,UR_RENTAL_CONTRACTS,f7df18cebf8ccb4d84e2f5f8a0059d686a64e437e253158da8865fca570f380d,2026-03-20T07:54:07.805392,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.805392,9999-12-31T00:00:00
RC-034001,CU-020145,EQ-013221,BR-01085,2025-02-23,2025-03-09,14,273.21,819.63,2458.89,1639.26,COMPLETED,4439 Alex Via Suite 110,Atlanta,GA,33.685787,-84.389424,PO-771090,Paul Benson,UR_RENTAL_CONTRACTS,b20b0c47770abd32fc039b39214bd8ce0372e49c5594e6515d6434d4658d333f,2026-03-20T07:54:07.805490,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.805490,9999-12-31T00:00:00
